job_url,source,title,company,location,description,seniority,tags,raw_source_file,seniority_inferred,expert_role,expert_role_score,expert_role_reason
https://rejobs.org/en/renewable-energy-jobs/112787-senior-finance-controller-landisgyr,rejobs,Senior Finance Controller,Landis+Gyr,"Prague, Czech Republic",Senior Finance Controller at Landis+Gyr in Prague.,SENIOR,Accounting & Finance | Energy Governance,rejobs_evp.csv,SENIOR,normative,1,governance
https://rejobs.org/en/renewable-energy-jobs/112608-land-assistant-scottish-power,rejobs,Land Assistant,Scottish Power,"Cambuslang, United Kingdom","Land Assistant at Scottish Power in Cambuslang, UK.",ENTRY_JUNIOR,Land Management | Energy Governance | Environmental Impact Assessment | Stakeholder Management,rejobs_evp.csv,ENTRY_JUNIOR,normative,1,governance
https://rejobs.org/en/renewable-energy-jobs/112899-financial-accountant-agl-energy,rejobs,Financial Accountant,AGL Energy,"Sydney, Australia","Financial Accountant at AGL Energy in Sydney, Australia.",NOT_SPECIFIED,Energy Governance | Energy Policy,rejobs_evp.csv,NOT_SPECIFIED,normative,2,"governance, policy"
https://rejobs.org/en/renewable-energy-jobs/113236-proposal-manager-transgrid,rejobs,Proposal Manager,TransGrid,"Sydney, Australia","Proposal Manager at TransGrid in Sydney, leading complex energy proposals.",SENIOR,Proposal Writing | Project Management | Energy Asset Valuation | Energy Economics | Energy Policy,rejobs_evp.csv,SENIOR,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/113318-internal-communications-and-engagement-officer-9-month-ftc-ore-catapult,rejobs,Internal Communications and Engagement Officer- 9 Month FTC,ORE Catapult,"Glasgow, Scotland, United Kingdom",Join ORE Catapult in Glasgow or Blyth as Internal Communications Officer.,NOT_SPECIFIED,Marketing and Communications | Community Energy | Energy Justice,rejobs_evp.csv,MID_LEVEL,normative,1,justice
https://rejobs.org/en/renewable-energy-jobs/113243-easements-and-development-assessment-coordinator-transgrid,rejobs,Easements and development assessment coordinator,TransGrid,"Sydney, Australia","Easements Coordinator at TransGrid in Sydney, managing development assessments.",NOT_SPECIFIED,Regulatory Compliance | Infrastructure Development | Environmental Management | Energy Governance | Stakeholder Management,rejobs_evp.csv,NOT_SPECIFIED,normative,3,"compliance, governance, regulatory"
https://rejobs.org/en/renewable-energy-jobs/113239-graduate-program-finance-and-accounting-transgrid,rejobs,Graduate Program - Finance and Accounting,TransGrid,"Sydney, Australia",Join Transgrid's Finance Graduate Program in Sydney.,ENTRY_JUNIOR,Energy Policy,rejobs_evp.csv,ENTRY_JUNIOR,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/112668-senior-workforce-lead-development-scottish-power,rejobs,Senior Workforce Lead (Development),Scottish Power,"Glasgow, Scotland, United Kingdom",Lead workforce development at Scottish Power in the UK.,SENIOR,Leadership | Safety Management | Training & Development | Net Zero | Energy Resilience | Workforce Development,rejobs_evp.csv,SENIOR,normative,1,net zero
https://rejobs.org/en/renewable-energy-jobs/112764-financial-controller-vestas,rejobs,Financial Controller,Vestas,"Pasay, Philippines","Financial Controller at Vestas in Pasay, Philippines.",NOT_SPECIFIED,Accounting & Finance | Energy Economics | Energy Governance | Financial Services,rejobs_evp.csv,NOT_SPECIFIED,normative,1,governance
https://rejobs.org/en/renewable-energy-jobs/112905-manager-ot-cybersecurity-agl-energy,rejobs,Manager - OT Cybersecurity,AGL Energy,"Melbourne, Australia",Lead OT Cybersecurity at AGL Energy in Melbourne.,SENIOR,Compliance | Cybersecurity | Energy Governance | Energy Resilience,rejobs_evp.csv,SENIOR,normative,2,"compliance, governance"
https://rejobs.org/en/renewable-energy-jobs/111853-senior-regulatory-data-analyst-ovo-energy,rejobs,Senior Regulatory Data Analyst,OVO Energy,"Glasgow, Scotland, United Kingdom",Senior Regulatory Data Analyst at OVO Energy in the UK.,SENIOR,Regulatory Compliance | Energy Analytics | Energy Governance | Energy Policy | Stakeholder Management | System Analysis,rejobs_evp.csv,SENIOR,normative,7,"compliance, governance, policy, regulatory"
https://rejobs.org/en/renewable-energy-jobs/112537-impact-evaluation-manager-ore-catapult,rejobs,Impact Evaluation Manager,ORE Catapult,United Kingdom,Impact Evaluation Manager at ORE Catapult in the UK.,SENIOR,Monitoring and Control Systems | Energy Analytics | Environmental Management | Energy Policy | System Analysis,rejobs_evp.csv,SENIOR,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/112332-loan-compliance-manager-matrix-renewables,rejobs,Loan Compliance Manager,Matrix Renewables,"Miami, Florida, United States","Loan Compliance Manager at Matrix Renewables in Miami, FL.",SENIOR,Project Finance | Energy Asset Valuation | Portfolio Management | Risk Management,rejobs_evp.csv,SENIOR,normative,3,compliance
https://rejobs.org/en/renewable-energy-jobs/111489-senior-transaction-manager-vattenfall,rejobs,Senior Transaction Manager,Vattenfall,"Amsterdam, the Netherlands",Senior Transaction Manager at Vattenfall in Europe.,SENIOR,Onshore Wind Energy | Business Development | Wind Farms | Energy Policy | Partnership Management | Portfolio Management,rejobs_evp.csv,SENIOR,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/112088-vp-of-investor-relations-mfx-skeleton-technologies,rejobs,VP of Investor Relations (m/f/x),Skeleton Technologies,"Leipzig, Germany",VP Investor Relations at Skeleton Technologies in Europe.,EXECUTIVE,Battery Technology | Energy Economics | Energy Policy,rejobs_evp.csv,EXECUTIVE,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/111653-lead-professional-payroll-vestas,rejobs,Lead Professional Payroll,Vestas,"Buenos Aires, Argentina","Lead Payroll role at Vestas in Buenos Aires, LATAM focus.",SENIOR,Human Resources | Payroll Management | Energy Justice,rejobs_evp.csv,SENIOR,normative,1,justice
https://rejobs.org/en/renewable-energy-jobs/112227-legal-counsel-fuse-energy,rejobs,Legal Counsel,Fuse Energy,"London, United Kingdom","Legal Counsel at Fuse Energy in London, driving renewable energy growth.",NOT_SPECIFIED,Corporate Strategy | Regulatory Compliance | Commercial Management | Energy Policy | Stakeholder Management,rejobs_evp.csv,NOT_SPECIFIED,normative,3,"compliance, policy, regulatory"
https://rejobs.org/en/renewable-energy-jobs/111926-green-schools-campaign-senior-organizer-the-climate-reality-project,rejobs,Green Schools Campaign Senior Organizer,The Climate Reality Project,"Washington, D.C., United States","Lead Green Schools Campaign at Climate Reality in Washington, D.C.",SENIOR,Community Energy | Advocacy & Policy | Climate Adaptation | Energy Justice | Energy Policy,rejobs_evp.csv,SENIOR,normative,3,"advocacy, justice, policy"
https://rejobs.org/en/renewable-energy-jobs/112186-tax-director-econergy-renewable-energy,rejobs,Tax director,Econergy Renewable Energy,"Kfar Saba, Israel","Tax Director at Econergy in Kfar Saba, Israel.",EXECUTIVE,Compliance | Energy Governance | Accounting & Finance,rejobs_evp.csv,EXECUTIVE,normative,2,"compliance, governance"
https://rejobs.org/en/renewable-energy-jobs/111927-international-regional-organizer-the-climate-reality-project,rejobs,International Regional Organizer,The Climate Reality Project,"Washington, D.C., United States","International Regional Organizer at The Climate Reality Project in Washington, D.C.",NOT_SPECIFIED,Community Energy | Energy Access | Energy Justice | Energy Policy | Organizational Development | Stakeholder Management,rejobs_evp.csv,NOT_SPECIFIED,normative,2,"justice, policy"
https://rejobs.org/en/renewable-energy-jobs/111490-senior-asset-manager-edf-energy,rejobs,Senior Asset Manager,EDF Energy,"Edinburgh, Scotland, United Kingdom","Senior Asset Manager at EDF Energy in Edinburgh, UK.",SENIOR,Risk Management | Asset Management | Offshore Wind Energy | Wind Farms | Energy Policy | Health & Safety | Stakeholder Management,rejobs_evp.csv,SENIOR,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/112198-director-government-programs-thea-energy,rejobs,Director - Government Programs,Thea Energy,"Princeton, New Jersey, United States","Lead government programs at Thea Energy in Princeton, NJ.",EXECUTIVE,Government Relations | Clean Energy Solutions | Energy Economics | Energy Policy,rejobs_evp.csv,EXECUTIVE,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/112073-legal-counsel-sunly,rejobs,Legal Counsel,Sunly,"Tallinn, Estonia","Legal Counsel at Sunly in Tallinn, Estonia.",NOT_SPECIFIED,Legal Services | Advocacy & Policy | Energy Policy,rejobs_evp.csv,NOT_SPECIFIED,normative,2,"advocacy, policy"
https://rejobs.org/en/renewable-energy-jobs/111491-finance-business-partner-edf-energy,rejobs,Finance Business Partner,EDF Energy,"Edinburgh, Scotland, United Kingdom",Finance Business Partner at EDF Energy in Edinburgh supporting net zero goals.,NOT_SPECIFIED,Offshore Wind Energy | Energy Economics,rejobs_evp.csv,NOT_SPECIFIED,normative,1,net zero
https://rejobs.org/en/renewable-energy-jobs/112333-investments-associate-matrix-renewables,rejobs,Investments Associate,Matrix Renewables,"Miami, Florida, United States","Investments Associate at Matrix Renewables in Miami, FL.",MID_LEVEL,Energy Policy | Portfolio Management | Project Finance | Energy Asset Valuation | Energy Economics,rejobs_evp.csv,MID_LEVEL,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/111559-renewables-portfolio-lead-aecom,rejobs,Renewables Portfolio Lead,AECOM,"Dublin, Ireland","Lead Renewables team at AECOM in Dublin, Ireland.",SENIOR,Community Energy | Energy Policy | Energy Resilience | Stakeholder Management | Talent Acquisition & Management | Project Management,rejobs_evp.csv,SENIOR,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/111980-senior-legal-counsel-volue,rejobs,Senior Legal Counsel,Volue,"Gdańsk, Poland","Senior Legal Counsel at Volue in Poland, driving green tech growth.",SENIOR,Energy Governance | Software Development | Compliance | Legal Services | Intellectual Property | Regulatory Compliance,rejobs_evp.csv,SENIOR,normative,3,"compliance, governance, regulatory"
https://rejobs.org/en/renewable-energy-jobs/112140-principal-power-procurement-origination-antora-energy,rejobs,"Principal, Power Procurement & Origination",Antora Energy,United States,"Lead power procurement at Antora Energy, remote US role.",SENIOR,Energy Economics | Energy Policy | Utility Management | Procurement | Power Purchase Agreement,rejobs_evp.csv,SENIOR,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/111905-regional-assistant-tax-manager-ib-vogt,rejobs,Regional Assistant Tax Manager,ib vogt,"Kuala Lumpur, Malaysia",Regional Assistant Tax Manager at ib vogt in Kuala Lumpur.,SENIOR,Energy Governance | Compliance | Accounting & Finance,rejobs_evp.csv,SENIOR,normative,2,"compliance, governance"
https://rejobs.org/en/renewable-energy-jobs/112282-manager-policy-and-regulatory-affairs-energyhub,rejobs,"Manager, Policy and Regulatory Affairs",EnergyHub,United States,"Manager, Policy and Regulatory Affairs at EnergyHub, USA.",EXECUTIVE,Transportation Electrification | Energy Policy | Regulatory Compliance | Stakeholder Management | Demand Response | Distributed Energy Resources,rejobs_evp.csv,EXECUTIVE,normative,9,"compliance, policy, regulatory"
https://rejobs.org/en/renewable-energy-jobs/112181-financial-accountant-econergy-renewable-energy,rejobs,Financial Accountant,Econergy Renewable Energy,"London, United Kingdom",Financial Accountant at Econergy in London supporting European finance.,NOT_SPECIFIED,Energy Asset Valuation | Compliance | Accounting & Finance,rejobs_evp.csv,NOT_SPECIFIED,normative,1,compliance
https://rejobs.org/en/renewable-energy-jobs/112289-environmental-permitting-manager-senior-manager-sb-energy,rejobs,Environmental & Permitting Manager / Senior Manager,SB Energy,"Colorado, United States",Join SB Energy as Environmental & Permitting Manager in the US.,SENIOR,Business Development | Energy Economics | Energy Policy | Environmental Impact Assessment | Regulatory Compliance | Market Analysis | Project Management,rejobs_evp.csv,SENIOR,normative,6,"compliance, permitting, policy, regulatory"
https://rejobs.org/en/renewable-energy-jobs/112182-legal-counsel-corporate-econergy-renewable-energy,rejobs,Legal Counsel - Corporate,Econergy Renewable Energy,"Kfar Saba, Israel","Legal Counsel at Econergy in Kfar Saba, Israel.",NOT_SPECIFIED,Commercial Management | Energy Policy | Regulatory Compliance | Energy Governance,rejobs_evp.csv,NOT_SPECIFIED,normative,4,"compliance, governance, policy, regulatory"
https://rejobs.org/en/renewable-energy-jobs/111899-accounting-and-tax-director-mwd-ib-vogt,rejobs,Accounting and Tax Director (m/w/d),ib vogt,"Berlin, Germany",Accounting and Tax Director at ib vogt in Berlin.,EXECUTIVE,Energy Governance | Energy Policy | Accounting & Finance,rejobs_evp.csv,EXECUTIVE,normative,2,"governance, policy"
https://rejobs.org/en/renewable-energy-jobs/112276-interim-global-campaigns-networks-director-350org,rejobs,Interim Global Campaigns & Networks Director,350.org,"London, United Kingdom","Lead global campaigns remotely with 350.org, driving climate action.",EXECUTIVE,Climate Adaptation | Community Energy | Energy Justice | Energy Policy | Organizational Development | Stakeholder Management,rejobs_evp.csv,EXECUTIVE,normative,2,"justice, policy"
https://rejobs.org/en/renewable-energy-jobs/112032-senior-manager-financial-planning-analysis-power-factors,rejobs,"Senior Manager, Financial Planning & Analysis",Power Factors,"Boston, Massachusetts, United States",Senior Manager FP&A at Power Factors in Boston.,SENIOR,Energy Analytics | AI for Energy | Energy Policy,rejobs_evp.csv,SENIOR,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/110961-project-developer-econergy,rejobs,Project Developer,Econergy Renewable Energy,"Milan, Italy","Join Econergy as a Project Developer in Milan, Italy.",NOT_SPECIFIED,EPC Management | Photovoltaic Systems | Energy Due Diligence | Stakeholder Management | Permitting | Project Management,rejobs_evp.csv,MID_LEVEL,normative,1,permitting
https://rejobs.org/en/renewable-energy-jobs/110609-senior-internal-auditor-sox-compliance-business-process-controls-mwd-enphase,rejobs,"Senior Internal Auditor, SOX Compliance & Business Process Controls (m/w/d)",Enphase,"Arlington, Texas, United States","Join Enphase as a Senior Internal Auditor in Arlington, Texas, focusing on SOX compliance and business process controls.",SENIOR,Energy Governance | Energy Policy | Compliance | Risk Management | Supply Chain Management,rejobs_evp.csv,SENIOR,normative,6,"compliance, governance, policy"
https://rejobs.org/en/renewable-energy-jobs/110440-compliance-manager-nextera-energy,rejobs,Compliance Manager,NextEra Energy,"Juno Beach, Florida, United States","Join NextEra Energy as a Compliance Manager in Juno Beach, Florida.",SENIOR,Energy Governance | Energy Policy | Compliance | Regulatory Compliance,rejobs_evp.csv,SENIOR,normative,7,"compliance, governance, policy, regulatory"
https://rejobs.org/en/renewable-energy-jobs/111190-energy-trader-boralex,rejobs,Energy Trader,Boralex,"Gatineau, Canada","Join Boralex as an Energy Trader in Gatineau, Canada, and optimize renewable energy strategies.",NOT_SPECIFIED,Compliance | Energy Trading,rejobs_evp.csv,NOT_SPECIFIED,normative,1,compliance
https://rejobs.org/en/renewable-energy-jobs/110960-legal-counsel-project-finance-and-ppa-econergy,rejobs,Legal Counsel - Project Finance and PPA,Econergy Renewable Energy,"Madrid, Spain","Join Econergy as Legal Counsel in Madrid, Spain, focusing on project finance and PPAs.",NOT_SPECIFIED,Commercial Management | Infrastructure Development | Regulatory Compliance | Project Finance | Risk Management | Power Purchase Agreement,rejobs_evp.csv,NOT_SPECIFIED,normative,2,"compliance, regulatory"
https://rejobs.org/en/renewable-energy-jobs/110534-key-account-manager-sales-b2b-fmd-axpo,rejobs,Key Account Manager Sales B2B (f/m/d),Axpo,"Lisbon, Portugal","Join Axpo as a Key Account Manager in Lisbon, Portugal, driving growth in energy sales.",SENIOR,Business Development | Energy Policy | Power Purchase Agreement | Sales and Marketing,rejobs_evp.csv,SENIOR,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/110623-controller-mwd-res,rejobs,Controller (m/w/d),RES,"Denver, Colorado, United States","Join RES as a Controller in Denver, Colorado, overseeing financial operations for a $1B business. Enjoy competitive salary and comprehensive benefits.",NOT_SPECIFIED,Energy Economics | Energy Governance | Energy Policy | Risk Management | Project Management | Accounting & Finance,rejobs_evp.csv,NOT_SPECIFIED,normative,2,"governance, policy"
https://rejobs.org/en/renewable-energy-jobs/110438-pv-solar-field-technician-i-mwd-nextera-energy,rejobs,PV Solar Field Technician I (m/w/d),NextEra Energy,"Martell, Nebraska, United States","Join NextEra Energy as a PV Solar Field Technician I in Martell, Nebraska. Maintain solar PV systems and ensure safe operations.",NOT_SPECIFIED,EPC Management | Photovoltaic Systems | Power Electronics | Solar O&M | Regulatory Compliance | Safety Management,rejobs_evp.csv,NOT_SPECIFIED,normative,2,"compliance, regulatory"
https://rejobs.org/en/renewable-energy-jobs/111041-directorsr-director-development-mwd-sb-energy,rejobs,"Director/Sr Director, Development (m/w/d)",SB Energy,"San Francisco, California, United States","Join SB Energy as Director/Sr Director, Development in the US.",EXECUTIVE,Energy Policy | Stakeholder Management | Project Management | Business Development,rejobs_evp.csv,EXECUTIVE,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/110809-senior-associate-energy-marketing-ppas-mainstream-renewable-power,rejobs,Senior Associate - Energy Marketing & PPA's,Mainstream Renewable Power,"Cape Town, South Africa","Join Mainstream Renewable Power as a Senior Associate in Cape Town, South Africa, focusing on energy marketing and PPAs.",SENIOR,Utility-Scale Solar | Energy Policy | Market Analysis | Stakeholder Management | Power Purchase Agreement,rejobs_evp.csv,SENIOR,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/110877-office-administrator-powerflex,rejobs,Office Administrator,PowerFlex,"San Diego, California, United States","Join PowerFlex as an Office Administrator in San Diego, CA, managing office operations and compliance tasks.",NOT_SPECIFIED,Energy Access | Customer Management,rejobs_evp.csv,NOT_SPECIFIED,normative,1,compliance
https://rejobs.org/en/renewable-energy-jobs/111249-corporate-governance-officer-elia-grid-international,rejobs,Corporate Governance Officer,Elia Grid International,"Brussels, Belgium","Join Elia Grid International as a Corporate Governance Officer in Brussels, Belgium.",NOT_SPECIFIED,Grid Integration | Asset Management | Project Management | Quality Control | Compliance | Energy Governance,rejobs_evp.csv,NOT_SPECIFIED,normative,5,"compliance, governance"
https://rejobs.org/en/renewable-energy-jobs/110730-associate-general-counsel-ferc-compliance-invenergy,rejobs,"Associate General Counsel, FERC Compliance",Invenergy,"Chicago, United States","Join Invenergy as Associate General Counsel, FERC Compliance in Chicago or Washington, D.C. Provide legal advice on FERC regulatory matters and support compliance teams. Enjoy a competitive salary and bonus opportunities.",MID_LEVEL,Energy Economics | Energy Governance | Energy Policy | Legal Services | Regulatory Compliance,rejobs_evp.csv,MID_LEVEL,normative,8,"compliance, governance, policy, regulatory"
https://rejobs.org/en/renewable-energy-jobs/109817-labor-compliance-coordinator-signal-energy-llc,rejobs,Labor Compliance Coordinator,Signal Energy LLC,"Houston, Texas, United States","Join Signal Energy as a Labor Compliance Coordinator in Houston, Texas!",NOT_SPECIFIED,Energy Policy | Regulatory Compliance | Payroll Management,rejobs_evp.csv,NOT_SPECIFIED,normative,6,"compliance, policy, regulatory"
https://rejobs.org/en/renewable-energy-jobs/109881-summer-programs-internship-the-clean-fight-nexny,rejobs,Summer Programs Internship,The Clean Fight - NEXNY,"New York, NY, United States",Join The Clean Fight as a Summer Programs Intern in New York City! Gain hands-on experience in clean energy.,INTERNSHIP,Clean Energy Innovation | Community Energy | Energy Justice | Business Development,rejobs_evp.csv,INTERNSHIP,normative,1,justice
https://rejobs.org/en/renewable-energy-jobs/110072-founders-associate-axle-energy,rejobs,Founders Associate,Axle Energy,"London, United Kingdom",Join Axle Energy as a Founders Associate in London!,MID_LEVEL,Clean Energy Innovation | Energy Economics | Energy Policy,rejobs_evp.csv,MID_LEVEL,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/110142-director-project-development-commonwealth-fusion-systems,rejobs,"Director, Project Development",Commonwealth Fusion Systems,"Devens, Massachusetts, United States","Join Commonwealth Fusion Systems as Director, Project Development in Massachusetts or Virginia. Lead the development of the first commercial fusion power plants. Enjoy competitive salary, equity, and flexible vacation.",EXECUTIVE,Environmental Management | Construction | Energy Policy | Stakeholder Management | Permitting | Project Management,rejobs_evp.csv,SENIOR,normative,2,"permitting, policy"
https://rejobs.org/en/renewable-energy-jobs/109832-director-regulatory-affairs-and-counsel-solar-energy-industries-association,rejobs,"Director, Regulatory Affairs and Counsel",Solar Energy Industries Association,"Washington, D.C., United States","Join SEIA as Director of Regulatory Affairs in Washington, D.C.!",EXECUTIVE,Clean Energy Innovation | Energy Governance | Energy Policy | Advocacy & Policy | Regulatory Compliance,rejobs_evp.csv,EXECUTIVE,normative,8,"advocacy, compliance, governance, policy, regulatory"
https://rejobs.org/en/renewable-energy-jobs/109900-senior-offshore-technician-mwd-principle-power,rejobs,Senior Offshore Technician (m/w/d),Principle Power,"Aberdeen, United Kingdom","Join Principle Power as a Senior Offshore Technician in Aberdeen, UK.",SENIOR,Turbine Operations | Wind O&M | Regulatory Compliance | System Analysis | Maintenance | Safety Management | Offshore Wind Energy,rejobs_evp.csv,SENIOR,normative,2,"compliance, regulatory"
https://rejobs.org/en/renewable-energy-jobs/109648-senior-general-ledgers-accountant-uplight,rejobs,Senior General Ledgers Accountant,Uplight,United States,Join Uplight as a Senior General Ledgers Accountant in the United States.,SENIOR,Energy Policy,rejobs_evp.csv,SENIOR,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/109635-senior-legal-counsel-mwd-juwi,rejobs,Senior Legal Counsel (m/w/d),JUWI,"Milan, Italy","Join JUWI as Senior Legal Counsel in Milan or Verona, Italy.",SENIOR,Environmental Management | Energy Policy | Permitting | Legal Services,rejobs_evp.csv,SENIOR,normative,2,"permitting, policy"
https://rejobs.org/en/renewable-energy-jobs/110071-international-expansion-axle-energy,rejobs,International Expansion,Axle Energy,"London, United Kingdom",Join Axle Energy in London as an International Expansion expert!,SENIOR,Energy Policy | Business Development,rejobs_evp.csv,SENIOR,normative,1,policy
https://rejobs.org/en/renewable-energy-jobs/110038-offshore-wind-bid-manager-mwd-rwe-offshore-wind,rejobs,Offshore Wind Bid Manager (m/w/d),RWE Offshore Wind,"Tokyo, Japan","Join RWE Offshore Wind as an Offshore Wind Bid Manager in Tokyo, Japan.",SENIOR,Procurement | Regulatory Compliance | Project Management | Offshore Wind Energy | Stakeholder Management,rejobs_evp.csv,SENIOR,normative,2,"compliance, regulatory"
https://rejobs.org/en/renewable-energy-jobs/109998-director-public-affairs-terawatt-infrastructure,rejobs,"Director, Public Affairs",TeraWatt Infrastructure,"San Francisco, California, United States","Join TeraWatt Infrastructure as Director of Public Affairs in San Francisco, CA.",EXECUTIVE,Advocacy & Policy | Energy Policy | Stakeholder Management | Urban Planning | Community Energy | EV Charging Infrastructure,rejobs_evp.csv,EXECUTIVE,normative,5,"advocacy, policy, public affairs"
https://rejobs.org/en/renewable-energy-jobs/109992-director-of-policy-regulatory-strategy-terawatt-infrastructure,rejobs,Director of Policy & Regulatory Strategy,TeraWatt Infrastructure,"San Francisco, California, United States","Join TeraWatt Infrastructure as Director of Policy & Regulatory Strategy in San Francisco, CA. Lead policy advocacy for EV charging solutions.",EXECUTIVE,Distributed Energy Resources | Clean Energy Innovation | Energy Policy | Regulatory Compliance | EV Charging Infrastructure | Transportation Electrification,rejobs_evp.csv,EXECUTIVE,normative,10,"advocacy, compliance, policy, regulatory"
https://rejobs.org/en/renewable-energy-jobs/109377-systems-administrator-octopus-energy,rejobs,Systems Administrator,Octopus Energy,"London, United Kingdom","Join Octopus Energy as a Systems Administrator in London, UK.",NOT_SPECIFIED,Asset Management | Compliance | Energy Asset Valuation | Financial Services | Project Management | Accounting & Finance,rejobs_evp.csv,NOT_SPECIFIED,normative,1,compliance
