job_url,source,title,company,location,description,seniority,tags,raw_source_file
https://rejobs.org/en/renewable-energy-jobs/113122-senior-electrical-distribution-systems-engineer-thea-energy,rejobs,Senior Electrical Distribution Systems Engineer,Thea Energy,"Kearny, New Jersey, United States","Senior Electrical Engineer at Thea Energy in Kearny, NJ.",,High Voltage | Power Systems | Electrical Engineering,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113331-sustainability-consultant-rina,rejobs,Sustainability Consultant,RINA,"Genoa, Italy","Sustainability Consultant at RINA in Genoa, Italy.",,Biofuels | Green Hydrogen | Net Zero | Power Purchase Agreement,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113320-senior-portfolio-manager-project-development-in-renewable-energies-encavis,rejobs,Senior Portfolio Manager - Project Development in Renewable Energies,ENCAVIS,"Ottobrunn, Germany",Senior Portfolio Manager at Encavis in Germany driving digital project development.,,Clean Energy Innovation | Data | Portfolio Management | Project Management | Risk Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113332-investment-associate-in-renewable-energies-encavis,rejobs,Investment Associate in Renewable Energies,ENCAVIS,"Hamburg, Germany","Investment Associate at ENCAVIS in Hamburg, leading renewable deals.",,Battery Management Systems | Photovoltaics | Wind Farms | Power Purchase Agreement | Project Finance,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113319-head-of-market-growth-first-climate,rejobs,Head of Market Growth,First Climate,"Bad Vilbel, Germany","Lead market growth at First Climate in Bad Vilbel, Germany.",,Business Development | Energy Economics | Energy Policy | Sales and Marketing,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113324-head-of-origination-aurora-energy-research,rejobs,Head of Origination,Aurora Energy Research,"Amsterdam, the Netherlands",Head of Origination at Aurora Energy Research in Amsterdam.,,Energy Asset Valuation | Energy Economics | Power Purchase Agreement | Project Finance | Stakeholder Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112607-project-controls-manager-scottish-power,rejobs,Project Controls Manager,Scottish Power,"Blantyre, Scotland, United Kingdom","Project Controls Manager at Scottish Power in Blantyre, Scotland.",,Energy Governance | Project Management | EPC Management | Energy Resilience | Renewable Energy Finance | Utility Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113092-mechanical-engineering-intern-antora-energy,rejobs,Mechanical Engineering Intern,Antora Energy,"San Jose, California, United States","Mechanical Engineering Intern at Antora Energy in San Jose, CA.",,Mechanical Engineering | Thermal Energy | AI for Energy | Energy Resilience | Project Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112719-design-engineer-hitachi-energy,rejobs,Design Engineer,Hitachi Energy,"Xiamen, Fujian, China","Design Engineer at Hitachi Energy in Xiamen, China.",,High Voltage | Electrical Engineering | EPC Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112694-senior-power-generation-technical-services-specialist-critical-infrastructure-protection-nextera-energy,rejobs,Senior Power Generation Technical Services Specialist - Critical Infrastructure Protection,NextEra Energy,"Yarmouth, United States","Senior Technical Specialist at NextEra Energy in Yarmouth, US.",,Cybersecurity | Network Engineering | Power Systems | Industrial Engineering | Technical Support | Project Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112638-power-platform-developer-backend-engineer-fmd-enbw-energie-baden-wurttemberg,rejobs,Power Platform Developer & Backend Engineer (f/m/d),EnBW Energie Baden-Württemberg,"Lisbon, Portugal","Power Platform Developer at EnBW in Lisbon, Portugal.",,Software Development | Digital Twin | Energy Consulting,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113151-senior-associate-ai-solutions-analytics-battery-storage-plus-power,rejobs,"Senior Associate, AI Solutions & Analytics - Battery Storage",Plus Power,"Houston, Texas, United States","Senior Associate at Plus Power in US, driving AI for battery storage.",,Battery Management Systems | Energy Analytics | AI for Energy,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112935-receiving-operator-bulk-materials-enviva,rejobs,Receiving Operator - Bulk Materials,Enviva,"Chesapeake, Virginia, United States","Receiving Operator at Enviva in Chesapeake, VA.",,Bioenergy | Safety Management | Quality Assurance | Sustainable Agriculture | Operations Management | Environmental Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112793-vp-solutions-and-technical-enablement-landisgyr,rejobs,"VP, Solutions and Technical Enablement",Landis+Gyr,"Alpharetta, United States","Lead solutions at Landis+Gyr in Alpharetta, USA.",,Distributed Energy Resources | Utility Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112939-bess-analyst-design-estimations-bess-manager-design-engineering-cost-estimation-ib-vogt,rejobs,"BESS Analyst (Design & Estimations)/ BESS Manager - Design, Engineering & Cost Estimation",ib vogt,"Gurugram, India","BESS Manager at ib vogt in Gurugram, India.",,Battery Technology | Distributed Energy Resources | Hybrid Power Plants | Estimation,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113072-high-voltage-test-technician-helion-energy,rejobs,High Voltage Test Technician,Helion Energy,"Everett, United States","High Voltage Test Technician at Helion Energy in Everett, USA.",,High Voltage | Safety Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112903-senior-finance-analyst-agl-energy,rejobs,Senior Finance Analyst,AGL Energy,"Melbourne, Australia",Senior Finance Analyst at AGL Energy in Melbourne.,,Performance Management | Financial Services | Energy Economics | Renewable Energy Finance,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112636-azure-fullstack-developer-net-c-fmd-enbw-energie-baden-wurttemberg,rejobs,Azure Fullstack Developer .Net / C# (f/m/d),EnBW Energie Baden-Württemberg,"Lisbon, Portugal",Azure Fullstack Developer at EnBW in Lisbon.,,Cloud Computing | Software Development | Digital Twin | Analytics | Renewable Energy Finance,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113176-phd-position-stable-co2-and-co-electrolysis-on-copper-electrodes-tu-delft,rejobs,PhD position: stable CO₂ and CO electrolysis on copper electrodes,TU Delft,"Delft, the Netherlands","PhD on copper electrolysis at TU Delft, Netherlands.",,Electrolysis & Electrolyzers | Chemical Engineering | Research and Development | Energy Consulting,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112870-cell-technical-leader-verkor,rejobs,Cell Technical Leader,Verkor,"Bourbourg, France","Lead Li-ion cell development at Verkor in Bourbourg, France.",,Battery Technology | Lithium-Ion Batteries | Distributed Energy Resources | Power Electronics,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113241-graduate-program-public-relations-sustainability-engagement-social-legacy-transgrid,rejobs,"Graduate Program - Public Relations, Sustainability, Engagement & Social Legacy",TransGrid,"Sydney, Australia",Graduate Program at Transgrid in Sydney focused on sustainability.,,Community Energy | Government Relations | Clean Energy Innovation | Energy Access,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113218-intermediate-protection-and-control-engineer-spark-power,rejobs,Intermediate Protection and Control Engineer,Spark Power,"Calgary, Canada",Intermediate Protection and Control Engineer at Spark Power in Calgary.,,Electrical Engineering | EPC Management | High Voltage | Project Management | Safety Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113294-staff-accountant-maas-energy-works,rejobs,Staff Accountant,Maas Energy Works,"Redding, California, United States","Staff Accountant at Maas Energy Works in Redding, CA.",,Accounting & Finance | Energy Auditing | Energy Economics,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112679-solar-appointment-setter-sunrun,rejobs,Solar Appointment Setter,Sunrun,"Hercules, United States","Solar Appointment Setter at Sunrun in Hercules, USA.",,Community Solar | Photovoltaic Systems | Solar Installation | Solar O&M | Solar Resource Assessment | Energy Access,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112922-wind-technician-ii-edp-renewables,rejobs,Wind Technician II,EDP Renewables,"Payne, Ohio, United States","Wind Technician II at EDP Renewables in Payne, Ohio.",,Onshore Wind Energy | Turbine Operations | Wind O&M | Wind Turbine Technician | Safety Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113247-financial-analyst-internship-boralex,rejobs,Financial Analyst - Internship,Boralex,"Edinburgh, Scotland, United Kingdom","Financial Analyst Intern at Boralex in Edinburgh, UK.",,Energy Economics | Project Finance | Energy Auditing | Financial Services,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112927-tax-technology-digitalization-edp-renewables,rejobs,Tax technology & digitalization,EDP Renewables,"Lisbon, Portugal",Join EDP Renewables in Lisbon as Tax Technology & Digitalization.,,Analytics | Clean Energy Innovation,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112676-branch-operations-coordinator-sunrun,rejobs,Branch Operations Coordinator,Sunrun,"Shrewsbury, Massachusetts, United States","Branch Operations Coordinator at Sunrun in Shrewsbury, MA.",,Project Management | Operations Management | Facilities Management | Energy Access,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112897-marketing-manager-12-months-fixed-term-contract-ovo-energy,rejobs,Marketing Manager (12 Months Fixed Term Contract),OVO Energy,"Glasgow, Scotland, United Kingdom",Marketing Manager at OVO Energy in the UK.,,Marketing and Communications | Clean Energy Innovation | Community Energy | Energy Policy,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113138-production-engineering-manager-invinity-energy-systems,rejobs,Production Engineering Manager,Invinity Energy Systems,"Bathgate, United Kingdom",Lead production engineering at Invinity Energy in the UK.,,Manufacturing | Battery Technology | Distributed Energy Resources | Health & Safety,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112667-land-assistant-scottish-power,rejobs,Land Assistant,Scottish Power,"Cambuslang, United Kingdom","Land Assistant at ScottishPower in Cambuslang, UK.",,Land Management | Energy Governance | Environmental Impact Assessment | Stakeholder Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113023-senior-engineer-linux-systemdevops-power-factors,rejobs,"Senior Engineer, Linux System/DevOps",Power Factors,"Athens, Greece",Senior Linux/DevOps Engineer at Power Factors in Athens.,,Cloud Computing | Energy Analytics | Monitoring and Control Systems | Software Development,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112932-pellet-mill-operator-enviva,rejobs,Pellet Mill Operator,Enviva,"Lucedale, Mississippi, United States","Pellet Mill Operator at Enviva in Lucedale, USA.",,Bioenergy | Equipment Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112869-head-of-sales-nce-fairwind,rejobs,Head of Sales NCE,FairWind,"Hamburg, Germany",Lead sales for FairWind in Hamburg or Vejle.,,Sales and Marketing | Onshore Wind Energy | Offshore Wind Energy | Business Development | Wind Farms | Stakeholder Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112797-summer-trainees-at-bachelor-or-master-level-energy-conversion-and-systems-research-group-aalto-university,rejobs,"Summer Trainees at Bachelor or Master Level, Energy Conversion and Systems research group",Aalto University,"Espoo, Finland","Summer Trainee at Aalto University in Espoo, Finland.",,Thermal Energy | Battery Technology | AI for Energy,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113145-senior-solar-scientist-3e,rejobs,Senior Solar Scientist,3E,"Brussels, Belgium",Senior Solar Scientist at 3E in Brussels driving PV innovation.,,Project Management | Energy Analytics | Photovoltaic Systems,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113094-associate-ox2,rejobs,Associate,OX2,"Warsaw, Poland",Join OX2 in Warsaw as a Transaction Associate in renewable energy.,,Energy Due Diligence | Energy Policy | Project Finance | Stakeholder Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112810-full-stack-developer-orsted,rejobs,Full Stack Developer,Ørsted,"Warsaw, Poland","Full Stack Developer at Ørsted in Warsaw, Poland.",,Python Development | Software Development | Agile Methodologies | Energy Trading,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113232-senior-manager-cost-accounting-commonwealth-fusion-systems,rejobs,"Senior Manager, Cost Accounting",Commonwealth Fusion Systems,"Devens, Massachusetts, United States","Senior Manager, Cost Accounting at Commonwealth Fusion Systems in Devens, MA.",,Cost Management | Energy Economics,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113237-proposal-coordinator-transgrid,rejobs,Proposal Coordinator,TransGrid,"Sydney, Australia","Proposal Coordinator at TransGrid in Sydney, Australia.",,Proposal Writing | Project Management | Energy Policy | Stakeholder Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113291-operations-field-technician-ii-maas-energy-works,rejobs,Operations Field Technician II,Maas Energy Works,"Burley, United States","Operations Field Technician II at Maas Energy Works in Burley, USA.",,Maintenance | Biogas Energy | Electrical Engineering | Mechanical Engineering | Waste Management | Safety Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112882-business-intelligence-data-engineer-semco-maritime,rejobs,Business Intelligence Data Engineer,Semco Maritime,"Esbjerg, Denmark","BI Data Engineer at Semco Maritime in Esbjerg, Denmark.",,Data | Analytics | Energy Analytics,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113045-design-transmission-line-engineer-ulteig,rejobs,Design transmission line engineer,Ulteig,United States,Design Transmission Line Engineer at Ulteig in the US.,,High Voltage | Project Management | Utility Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112880-balance-of-plant-bop-wind-technician-pincher-creek-temp-transalta,rejobs,"Balance of Plant (BOP) Wind Technician, Pincher Creek (Temp)",TransAlta,"Pincher Creek, Alberta, Canada","BOP Wind Technician at TransAlta in Pincher Creek, Alberta.",,Safety Management | Onshore Wind Energy | Turbine Operations | Wind O&M,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113135-civil-project-manager-windlab,rejobs,Civil Project Manager,Windlab,"Brisbane, Australia","Civil Project Manager at Windlab in Brisbane, Australia.",,Civil Engineering | Project Management | EPC Management | Onshore Wind Energy,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112885-automation-engineer-semco-maritime,rejobs,Automation Engineer,Semco Maritime,"Esbjerg, Denmark","Automation Engineer at Semco Maritime in Esbjerg, Denmark.",,Offshore Engineering | Hybrid Power Plants | Power Electronics | Automated Manufacturing | Control Engineering,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112601-senior-counsel-avangrid,rejobs,Senior Counsel,AVANGRID,"Boston, Massachusetts, United States","Senior Counsel at Avangrid in Boston, MA, advising on renewable energy projects.",,Regulatory Compliance | Power Purchase Agreement | Environmental Management | Energy Policy,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113244-hvac-installer-freedom-solar-power,rejobs,HVAC Installer,Freedom Solar Power,"Houston, Texas, United States","HVAC Installer at Freedom Solar Power in Houston, TX.",,Heat Pumps | Hybrid Power Plants | Customer Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113240-commercial-manager-transgrid,rejobs,Commercial Manager,TransGrid,"Sydney, Australia",Commercial Manager at TransGrid in Sydney driving major energy projects.,,Construction | Contract Management | Commercial Management | Energy Governance | Risk Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113131-project-engineer-rondo-energy,rejobs,Project Engineer,Rondo Energy,"Kansas City, Kansas, United States","Project Engineer at Rondo Energy in Kansas City, US.",,Thermal Energy | Project Management | Engineering Management | Battery Technology | Clean Energy Solutions,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113130-energy-efficiency-outreach-specialist-evergreen-energy-partners,rejobs,Energy Efficiency Outreach Specialist,Evergreen Energy Partners,"Yakima, Washington, United States","Energy Efficiency Outreach Specialist at Evergreen Energy Partners in Yakima, WA.",,Training & Development | Customer Management | Energy Auditing | Technical Support,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112887-data-scientist-sse-renewables,rejobs,Data Scientist,SSE Renewables,"Glasgow, Scotland, United Kingdom",Data Scientist at SSE Renewables in Glasgow driving AI solutions.,,Machine Learning | Energy Analytics | AI for Energy | Procurement,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113033-lead-financial-accountant-snowy-hydro-limited,rejobs,Lead Financial Accountant,Snowy Hydro Limited,"Sydney, Australia","Lead Financial Accountant at Snowy Hydro in Sydney, hybrid role.",,Accounting & Finance | Energy Asset Valuation | Energy Economics | Energy Policy,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113120-power-electronics-engineer-thea-energy,rejobs,Power Electronics Engineer,Thea Energy,"Kearny, New Jersey, United States","Power Electronics Engineer at Thea Energy in Kearny, NJ.",,Power Electronics | Electrical Engineering | Thermal Energy,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112787-senior-finance-controller-landisgyr,rejobs,Senior Finance Controller,Landis+Gyr,"Prague, Czech Republic",Senior Finance Controller at Landis+Gyr in Prague.,,Accounting & Finance | Energy Governance,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112608-land-assistant-scottish-power,rejobs,Land Assistant,Scottish Power,"Cambuslang, United Kingdom","Land Assistant at Scottish Power in Cambuslang, UK.",,Land Management | Energy Governance | Environmental Impact Assessment | Stakeholder Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113091-power-supply-intern-antora-energy,rejobs,Power Supply Intern,Antora Energy,"San Jose, California, United States","Power Supply Intern at Antora Energy in San Jose, CA.",,Battery Technology | Energy Analytics | Power Systems | AI for Energy | Energy Trading,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113141-senior-director-of-strategic-supply-chain-and-technical-operations-invinity-energy-systems,rejobs,Senior Director of Strategic Supply Chain and Technical Operations,Invinity Energy Systems,"Vancouver, Canada","Lead supply chain at Invinity Energy in Vancouver, Canada.",,Supply Chain Management | Battery Technology | Distributed Energy Resources | Clean Energy Innovation | Stakeholder Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112899-financial-accountant-agl-energy,rejobs,Financial Accountant,AGL Energy,"Sydney, Australia","Financial Accountant at AGL Energy in Sydney, Australia.",,Energy Governance | Energy Policy,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113007-electrical-application-engineer-mwd-aeg-power-solutions,rejobs,Electrical Application Engineer (m/w/d),AEG Power Solutions,"Belecke, Germany","Electrical Application Engineer at AEG Power Solutions in Belecke, Germany.",,Power Electronics | Electrical Engineering | EPC Management | Technical Support,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112660-wind-turbine-technician-edf-energy,rejobs,Wind Turbine Technician,EDF Energy,"Goole, United Kingdom","Join EDF Energy as a Wind Turbine Technician in Goole, UK.",,Safety Management | Wind Turbine Technician | Onshore Wind Energy | Turbine Operations | Wind O&M,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113093-communications-intern-antora-energy,rejobs,Communications Intern,Antora Energy,"San Jose, California, United States","Communications Intern at Antora Energy in San Jose, CA.",,Content Management | Marketing and Communications | AI for Energy,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113040-energy-storage-project-engineer-solv-energy-llc,rejobs,Energy Storage Project Engineer,"SOLV Energy, LLC","Yerington, Nevada, United States",Energy Storage Project Engineer at SOLV Energy in Nevada.,,Battery Management Systems | Battery Technology | Distributed Energy Resources,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113004-software-engineer-volue,rejobs,Software Engineer,Volue,"Gdańsk, Poland","Software Engineer at Volue in Gdańsk, Poland.",,Cloud Computing | Software Development | Energy Analytics,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113236-proposal-manager-transgrid,rejobs,Proposal Manager,TransGrid,"Sydney, Australia","Proposal Manager at TransGrid in Sydney, leading complex energy proposals.",,Proposal Writing | Project Management | Energy Asset Valuation | Energy Economics | Energy Policy,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113293-senior-accountant-maas-energy-works,rejobs,Senior Accountant,Maas Energy Works,"Redding, California, United States","Senior Accountant at Maas Energy Works in Redding, CA.",,Waste-to-Energy | Accounting & Finance | Bioenergy | Environmental Management | Energy Economics,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112721-project-engineering-experienced-professional-hitachi-energy,rejobs,Project engineering experienced professional,Hitachi Energy,"Xiamen, Fujian, China","Project Engineer at Hitachi Energy in Xiamen, China.",,High Voltage | Project Management | Electrical Engineering | EPC Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113318-internal-communications-and-engagement-officer-9-month-ftc-ore-catapult,rejobs,Internal Communications and Engagement Officer- 9 Month FTC,ORE Catapult,"Glasgow, Scotland, United Kingdom",Join ORE Catapult in Glasgow or Blyth as Internal Communications Officer.,,Marketing and Communications | Community Energy | Energy Justice,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112761-project-manager-vestas,rejobs,Project Manager,Vestas,"Melbourne, Australia",Project Manager at Vestas in Melbourne leading wind farm projects.,,Project Management | EPC Management | Onshore Wind Energy | Wind Farms | Wind O&M,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113142-data-architect-invinity-energy-systems,rejobs,Data Architect,Invinity Energy Systems,"Vancouver, Canada","Data Architect at Invinity Energy Systems in Vancouver, Canada.",,Cloud Computing | Battery Management Systems | Battery Technology | Power Electronics,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112942-wind-technician-invenergy,rejobs,Wind Technician,Invenergy,"Marseilles, Illinois, United States","Wind Technician at Invenergy in Marseilles, IL.",,Safety Management | Blade Maintenance | Onshore Wind Energy | Turbine Operations | Wind Farms | Wind O&M,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113031-project-engineer-mechanical-snowy-hydro-limited,rejobs,Project Engineer - Mechanical,Snowy Hydro Limited,"Melbourne, Australia",Project Engineer (Mechanical) at Snowy Hydro in Australia.,,Project Management | Engineering Management | Mechanical Engineering | Power Systems | Procurement,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112732-site-supervisor-concrete-tower-mwd-nordex,rejobs,Site Supervisor Concrete Tower (m/w/d),Nordex,"Tajonar, Spain","Site Supervisor Concrete Tower at Nordex in Tajonar, Spain.",,Construction | Health & Safety | Quality Assurance | Onshore Wind Energy | Turbine Operations | Project Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113207-electrical-systems-design-engineer-bloom-energy,rejobs,Electrical Systems Design Engineer,Bloom Energy,"San Jose, California, United States","Electrical Systems Design Engineer at Bloom Energy in San Jose, CA.",,Electrical Engineering | Distributed Energy Resources | Microgrids | Power Electronics,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113213-indirect-commodity-manager-bloom-energy,rejobs,Indirect Commodity Manager,Bloom Energy,"Newark, Delaware, United States","Indirect Commodity Manager at Bloom Energy in Newark, USA.",,Procurement | Contract Management | Clean Energy Solutions | Supply Chain Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113136-apprentice-role-management-accountant-invinity-energy-systems,rejobs,Apprentice Role - Management Accountant,Invinity Energy Systems,"Bathgate, United Kingdom",Apprentice Management Accountant at Invinity Energy Systems in the UK.,,Battery Technology | Distributed Energy Resources | Financial Services,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113243-easements-and-development-assessment-coordinator-transgrid,rejobs,Easements and development assessment coordinator,TransGrid,"Sydney, Australia","Easements Coordinator at TransGrid in Sydney, managing development assessments.",,Regulatory Compliance | Infrastructure Development | Environmental Management | Energy Governance | Stakeholder Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113290-site-manager-maas-energy-works,rejobs,Site Manager,Maas Energy Works,"Sioux Falls, South Dakota, United States","Site Manager at Maas Energy Works in Sioux Falls, SD.",,Maintenance | Construction | Biogas Energy | Operations Management | Electrical Engineering | Mechanical Engineering | Project Management | Safety Management,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/113192-head-of-marketing-electric-business-burn,rejobs,Head of Marketing - Electric Business,BURN,"Nairobi, Kenya","Lead marketing for BURN's electric cooking in Nairobi, Kenya.",,Community Energy | Product Development | Sales and Marketing,rejobs_evp.csv
https://rejobs.org/en/renewable-energy-jobs/112924-solar-field-service-tech-ii-edp-renewables,rejobs,Solar Field Service Tech II,EDP Renewables,"Bakersfield, United States","Solar Field Service Tech II at EDP Renewables in Bakersfield, USA.",,Safety Management | Photovoltaic Systems | Power Electronics | Solar Installation | Solar O&M,rejobs_evp.csv
