job_url,source,title,company,location,description,seniority,tags,raw_source_file
https://www.euroclimatejobs.com/job_display/288043/Senior_Transaction_Manager_Vattenfall_Multiple_Locations_Multiple_Countries,euroclimatejobs,Senior Transaction Manager,Vattenfall,"Multiple Locations, Multiple Countries","In this role, you will lead complex strategic initiatives and partnership-related projects across the Onshore Wind portfolio, acting as a key driver of strategic direction, portfolio optimisation, and partnership development. You will take end‑to‑end",,Business and Finance | Renewable Energy | Wind Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287989/Renewables_Portfolio_Lead_AECOM_Dublin_Ireland,euroclimatejobs,Renewables Portfolio Lead,AECOM,"Dublin, Ireland","As a leader you will be responsible for fostering a culture of success, engagement, and development within the team while ensuring the successful management of projects from inception to completion. You will bring your deep understanding of the Irish",,Business and Finance | Hybrid | Renewable Energy | Sales and Marketing,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287729/Sales_Support_Specialist_RES_Group_Kings_Langley_United_Kingdom,euroclimatejobs,Sales Support Specialist,RES Group,"Kings Langley, United Kingdom","The position combines commercial process support (proposal and contract template management and support, tender coordination) with sales analytics and business system administration (Salesforce reporting, revenue tracking, and forecasting).",,Renewable Energy | Sales and Marketing | Solar Energy | Wind Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287712/Environmental_Coordinator_Eni_SpA_Madrid_Spain,euroclimatejobs,Environmental Coordinator,Eni S.p.A.,"Madrid, Spain","Contribute to the implementation of renewable projects, with a particular focus on the execution and operation stages, by identifying and managing key environmental aspects (PVA, DIA, compensatory measures, etc.); Support projects during the execution and",,Environment | Renewable Energy | Solar Energy | Wind Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287217/Project_Development_Manager_Metlen_nergy_Metals_Milan_Italy,euroclimatejobs,Project Development Manager,Metlen Εnergy & Metals,"Milan, Italy","Secure land rights: Manage the process of securing land rights for wind, PV, and BESS projects to allow for planning, permitting, construction, operation, and maintenance.  Provide assistance to the Head of Development Manager in the management in due",,Business and Finance | Environment | Project Manager | Renewable Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287207/Principal_Nuclear_Environmental_Consultant_Amentum_Reading_United_Kingdom,euroclimatejobs,Principal Nuclear Environmental Consultant,Amentum,"Reading, United Kingdom","Your main responsibility will be to apply your knowledge, experience and expertise to the environmental aspects that need to be considered in site operations, radioactive waste management and nuclear decommissioning challenges. You will lead (or support)",,Consultant | Environment | Hybrid | Nuclear Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287159/Power_Portfolio_Specialist_MET_Group_Sofia_Bulgaria,euroclimatejobs,Power Portfolio Specialist,MET Group,"Sofia, Bulgaria","Communicate with internal and external parties, TSOs, DSOs and public authorities across the Balkans; Monitoring of production/consumption data; Forecasting and optimization of the current portfolio; Prepare settlements and statements",,Climate and Energy Analyst,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287112/Market_Risk_Analyst_Axpo_Madrid_Spain,euroclimatejobs,Market Risk Analyst,Axpo,"Madrid, Spain",Play a key role in analyzing and reporting risk and P&L with a focus on LNG trading and the proprietary trading division (CEMT). Shape the future of energy by contributing your expertise to a dynamic and innovative team. Perform daily analysis,,Business and Finance | Climate and Energy Analyst | Hybrid,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/286902/Senior_Project_Manager_EPC_Projects_GE_Vernova_Madrid_or_Villeurbanne_Multiple_Countries,euroclimatejobs,Senior Project Manager - EPC Projects,GE Vernova,"Madrid or Villeurbanne, Multiple Countries","Lead or be part of a Large & Complex Full Turnkey HVDC or AC Systems on-shore and/or off-shore project including Design, Supply, Construction, Electro-mechanical Installation and Testing & Commissioning works.  Managing the Project team",,Business and Finance | Energy Engineer | Project Manager,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/286851/Senior_Economic_Policy_Analyst_Energy_Policy_Infrastructure_Finance_EMPN_European_Macro_Policy_Network_Brussels_Belgium,euroclimatejobs,Senior Economic Policy Analyst - Energy Policy & Infrastructure Finance,EMPN - European Macro Policy Network,"Brussels, Belgium","You will help shape debates on the financing of the energy and climate transition through rigorous analysis, strategic outreach, and cross-border coordination. This includes work on electricity grids and interconnections, public and private",,Business and Finance | Climate and Energy Analyst | Communication/Public Relations | Electricity,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/286805/Senior_Market_Risk_Analyst_Axpo_Baden_Switzerland,euroclimatejobs,Senior Market Risk Analyst,Axpo,"Baden, Switzerland","Join Axpo Solutions AG and play a key role in shaping the future of energy markets. As a Senior Market Risk Analyst, you will focus on analyzing and reporting risk and P&L, ensuring robust risk control processes, and contributing to IFRS reporting. Bring",,Business and Finance | Climate and Energy Analyst | Hybrid,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/286736/Global_Portfolio_Position_Monitoring_ContourGlobal_Madrid_Spain,euroclimatejobs,Global Portfolio Position Monitoring,ContourGlobal,"Madrid, Spain","Monitor and report on the global energy portfolio position, including hedging and exposure metrics; Conduct sensitivity analysis and scenario modeling to assess the impact of market changes, regulatory developments, and operational risks on the company's",,Business and Finance | Climate and Energy Analyst | Trader,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288673/Renewables_Development_Lead_Fuse_Energy_London_United_Kingdom,euroclimatejobs,Renewables Development Lead,Fuse Energy,"London, United Kingdom","We are now looking for an incredibly driven and ambitious individual to supercharge and expand our greenfield utility-scale development projects with a specific focus on land acquisition and landowner engagement. The ideal candidate will be an exceptional independent operator willing to work at high intensity as part of our core team. They will have a very strong bias towards action and feel comfortable generating and handling both outbound and inbound leads. They will also drive project development strategy, including site identification and origination, outreach to landowners and feasibility studies.",,Business and Finance | Renewable Energy | Sales and Marketing,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288670/Senior_Electrical_Commissioning_Engineer_Metlen_nergy_Metals_Frankfurt_Germany,euroclimatejobs,Senior Electrical Commissioning Engineer,Metlen Εnergy & Metals,"Frankfurt, Germany","METLEN Energy & Metals is launching and expanding its M Renewables Division in Germany, and we are seeking a Senior Electrical Commissioning Engineer (Solar/BESS) to play a key role in establishing and delivering our utility-scale renewable energy projects across the country. This is a critical position supporting METLEN’s entry and growth in the German market.",,Energy Engineer | Renewable Energy | Solar Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288559/Sr_Expert_Renew_FuelsFeedstock_Supply_OMV_Group_Bucharest_Romania,euroclimatejobs,Sr Expert Renew Fuels&Feedstock Supply,OMV Group,"Bucharest, Romania",Romania BioEnergy and BioFuel Business and Finance Oil and Gas On-site Renewable Energy OMV Group,,BioEnergy and BioFuel | Business and Finance | Oil and Gas | Renewable Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288553/Quality_Manager_BESS_Energy_Products_EMEA_Tesla_Amsterdam_Netherlands,euroclimatejobs,Quality Manager BESS - Energy Products EMEA,Tesla,"Amsterdam, Netherlands","As a Quality Engineer for Tesla Energy Products EMEA, you’ll ensure our Megapack installations meet the highest standards of reliability, safety, and compliance, from large utility scale projects in the UK to solar co-located projects in Southern Europe.",,Energy Engineer | Renewable Energy | Solar Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288503/Business_Development_Manager_Renewables_Consulting_RINA_Leatherhead_Manchester_or_Brighton_United_Kingdom,euroclimatejobs,Business Development Manager - Renewables Consulting,RINA,"Leatherhead, Manchester or Brighton, United Kingdom","Excellent Business Development Manager (BDM) needed to join RINA's growing Energy, Power and Renewables Consulting business. You will be responsible for targeting and winning growth opportunities with Renewable energy (PV Solar, Battery, Wind) developers across the UK and Ireland.",,BioEnergy and BioFuel | Business and Finance | Hybrid | Renewable Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288476/Technical_Due_Diligence_Expert_Biogas_International_Axpo_Baden_Roma_or_Warsaw_Multiple_Countries,euroclimatejobs,Technical Due Diligence Expert - Biogas International,Axpo,"Baden, Roma or Warsaw, Multiple Countries","The Technical Due Diligence Expert – Biogas International is responsible for performing comprehensive technical assessments of biogas and biomethane projects, with a strong focus on agricultural feedstock-based plants across European markets. The role supports investment decisions, acquisitions, and project development by providing robust technical, operational, and risk analyses throughout the project lifecycle.",,BioEnergy and BioFuel | Business and Finance | Energy Engineer | Environment,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288475/Power_Analyst_MET_Group_Budapest_Hungary,euroclimatejobs,Power Analyst,MET Group,"Budapest, Hungary","We are looking to expand the Analytics team by hiring an experienced Power Analyst, to boost the expanding power markets analytics support and development, while integrating focus on cross-commodity aspects and opportunities.",,Business and Finance | Carbon Capture and Storage | Climate and Energy Analyst | Oil and Gas,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288437/Energy_Market_Optimization_Expert_BESS_Metlen_nergy_Metals_Paiania_Greece,euroclimatejobs,Energy Market Optimization Expert - BESS,Metlen Εnergy & Metals,"Paiania, Greece","In this highly analytical role, you will focus on the design, development, and implementation of advanced optimization models that enable optimal BESS participation in the Greek Balancing Market, while also supporting Day-Ahead and Intraday market strategies.",,Climate and Energy Analyst | Electricity,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288434/Associate_Project_Manager_Renewables_Power_RINA_Genoa_Rome_Lecce_Bari_or_Rozzano_Italy,euroclimatejobs,Associate Project Manager - Renewables & Power,RINA,"Genoa, Rome, Lecce, Bari or Rozzano, Italy","The Associate Project Manager is responsible for supporting project execution and assisting in the coordination of tasks to ensure successful project delivery. Working under the guidance of a Project Manager, the Associate Project Manager helps manage resources, monitor project timelines, and maintain effective communication among team members and clients.",,Energy Engineer | Project Manager | Renewable Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288380/Program_Manager_Solar_PV_Goodman_Vilvoorde_Belgium,euroclimatejobs,Program Manager Solar PV,Goodman,"Vilvoorde, Belgium","The successful candidate will define the annual PV roadmap and budget, manage the project pipeline, provide guidance to country teams, and act as the central escalation point for PV-related matters. The role also includes developing and embedding cross-border best practices, technical standards, and governance frameworks to ensure a consistent, future-proof PV portfolio.",,Project Manager | Renewable Energy | Solar Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288373/Nuclear_Engineer_Amentum_Bristol_United_Kingdom,euroclimatejobs,Nuclear Engineer,Amentum,"Bristol, United Kingdom","This role is ideal for a confident and ambitious Engineer, several years into their career or a seasoned veteran. Flexibility is absolutely key to the role and you will have the opportunity to apply your skills in a variety of submarine related applications.",,Energy Engineer | Hybrid | Nuclear Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288366/Gas_Options_Trader_MET_Group_Baar_Switzerland,euroclimatejobs,Gas Options Trader,MET Group,"Baar, Switzerland","The Gas Option Trader will be responsible for pricing/valuing options on back of physical optionality and to manage and execute trading strategies on the market, contributing to portfolio optimization and market positioning within the Gas Trading team. This role requires in-depth knowledge of European gas markets, strong analytical capabilities, and a track record of delivering results in forward trading and to understand LNG physical optionality and how to manage associated risk on the financial market.",,Climate and Energy Analyst | Oil and Gas | Trader,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288312/Power_Gas_Market_Risk_Analyst_Metlen_nergy_Metals_Athens_Greece,euroclimatejobs,Power & Gas Market Risk Analyst,Metlen Εnergy & Metals,"Athens, Greece","We are seeking a motivated Power & Gas Market Risk Analyst to join our Market Risk/Middle Office team part of our Treasury & Investors Relations General Division, based in Athens. This role works closely with multiple internal stakeholders and plays a key role in ensuring transparency, control, and sound risk management practices.",,Business and Finance | Climate and Energy Analyst | Oil and Gas | Trader,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288305/Senior_Key_Account_Manager_Alpiq_Group_Madrid_Spain,euroclimatejobs,Senior Key Account Manager,Alpiq Group,"Madrid, Spain","If you want to be part of this great project, join us as a Senior Key Account Manager! You will join a young, dynamic and international environment, where your role will consist on the development of the activities associated with the production process, with a commitment to the environment and the safety of people and facilities. We are looking for a person whose mission is the development of our Supply and Origination Business, (Electricity, Gas, sale of PPAs linked to supply and sale of GdOs), with large energy consumers as end customer and producers, being responsible for all commercial management.",,Climate and Energy Analyst | Electricity | Oil and Gas | Sales and Marketing,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288304/Electrical_Designer_AFRY_d_Krakw_or_Pozna_Poland,euroclimatejobs,Electrical Designer,AFRY,"Łódź, Kraków or Poznań, Poland","You will be joining the HVAC team located in Bellinzona, Zürich and Lausanne belonging to the Building Services & Environment” Business Unit. This unit has approximately 92 employees globally, including Electrical designers and energy/environmental specialists. With more than 20 years of experience, the group is able to provide architects with all the services they need to develop energy-aware projects and design all the technical components inside the building.",,Electricity | Energy Engineer | Hybrid,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288251/Energy_Data_Portfolio_Analyst_TotalEnergies_Geneva_Switzerland,euroclimatejobs,Energy Data Portfolio Analyst,TotalEnergies,"Geneva, Switzerland","This fixed-Term contract offers the opportunity to gain a deep understanding of the European energy market structure, collaborate with Front, Middle, Operations, and Back Office teams, and interact with external stakeholders such as system operators. You will strengthen your programming expertise across multiple languages and actively support the migration to next-generation tools and platforms.",,Business and Finance | Climate and Energy Analyst,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288190/Sustainability_Consultant_RINA_Genoa_Italy,euroclimatejobs,Sustainability Consultant,RINA,"Genoa, Italy","At RINA Consulting S.p.A., as an Energy & Resource Efficiency Engineer, you will play a pivotal role supporting the engineering team dedicated to advancing innovative biofuels and Renewable Fuels of Non-Biological Origin (RFNBO) processes. This role emphasises delivering detailed technical analysis, problem-solving solutions, documentation, and calculations to assist in the transition towards more sustainable energy practices.",,BioEnergy and BioFuel | Carbon Capture and Storage | Consultant | Environment,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288189/Investment_Associate_in_Renewable_Energies_Encavis_Hamburg_Germany,euroclimatejobs,Investment Associate in Renewable Energies,Encavis,"Hamburg, Germany",Germany Business and Finance Hybrid Renewable Energy Solar Energy Wind Energy Encavis,,Business and Finance | Hybrid | Renewable Energy | Solar Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288109/Commercial_Manager_Utility_BESS_Trina_Solar_Home_based_Multiple_Countries,euroclimatejobs,Commercial Manager (Utility BESS),Trina Solar,"Home-based, Multiple Countries",Multiple Countries Business and Finance Remote Renewable Energy Sales and Marketing Solar Energy Trina Solar,,Business and Finance | Remote | Renewable Energy | Sales and Marketing,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/288048/Business_Development_Manager_Sunrock_Dsseldorf_Germany,euroclimatejobs,Business Development Manager,Sunrock,"Düsseldorf, Germany","As a Business Development Manager at Sunrock, you build long‑term energy partnerships that shape Germany’s industrial and real estate sectors. You act as a strategic sparring partner for developers, asset managers and sustainability teams, helping them navigate climate goals and future energy needs.",,Business and Finance | Environment | Hybrid | Renewable Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287971/Sales_Engineer_Energy_N_SIDE_Louvain_La_Neuve_Belgium,euroclimatejobs,Sales Engineer Energy,N-SIDE,"Louvain-La-Neuve, Belgium","As a Sales Engineer Energy, you will bridge the gap between technical expertise and sales by effectively communicating the value of N-SIDE’s products and services to customers. Your role will involve understanding each customer’s unique needs, driving successful sales outcomes, and fostering long-term relationships.",,Electricity | Energy Engineer | Sales and Marketing,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287923/Senior_Power_System_Market_Expert_N_SIDE_Louvain_La_Neuve_Belgium,euroclimatejobs,Senior Power System & Market Expert,N-SIDE,"Louvain-La-Neuve, Belgium","As a Senior Power System & Market Expert, you will help N-SIDE thrive in the area of Energy Market Advisory and Power System Optimization. The successful candidate will contribute in delivering consulting and expert services for our clients, become a thought leader in market &system operation topics and contribute to business development around our grid and market solutions.",,Business and Finance | Climate and Energy Analyst | Hybrid,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287921/Head_of_Engineering_Thermal_Alpiq_Group_Milan_Italy,euroclimatejobs,Head of Engineering Thermal,Alpiq Group,"Milan, Italy","Reporting into BU Head, you will lead a team to directly support technical management of Alpiq Thermal existing assets. You will support asset owners to maintain the assets and continuously improve availability and performance through upgrades, life extensions, repowering. You will oversee and steer engineering, project management and plant upgrades. You will create a common set of KPIs and procedures in the Business Unit and you will provide the BU Head with technical expertise to support decision making process. You will support the strategic growth ambition of the Business unit with deep technical analysis and due diligence on new assets.",,Carbon Capture and Storage | Energy Engineer | Oil and Gas,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287716/Asset_Nuclear_Leader_RINA_Genoa_Milan_or_Rome_Italy,euroclimatejobs,Asset Nuclear Leader,RINA,"Genoa, Milan or Rome, Italy","As Asset Nuclear Leader, you will drive the strategic development, coordination, and overarching operational execution of the Nuclear Asset, ensuring that strategic directions set at VP level translate into concrete initiatives, high‑quality delivery, and measurable business outcomes. In this role, you will lead multidisciplinary teams across engineering, certification, licensing, safety, decommissioning, digital, R&D, and commercial areas to ensure strong market positioning, regulatory credibility, and technical excellence in the evolving global nuclear sector.",,Energy Engineer | Nuclear Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287646/Senior_Communications_Officer_EBA_European_Biogas_Association_Brussels_Belgium,euroclimatejobs,Senior Communications Officer,EBA - European Biogas Association,"Brussels, Belgium","You will be part of a dynamic team of communication and event experts working on exciting projects and campaigns to enhance the visibility of the biogas sector. You will develop impactful marketing & communication campaigns and strategies, build compelling narratives, and ensure consistent branding and messaging across all communication platforms.",,BioEnergy and BioFuel | Communication/Public Relations | Hybrid | Renewable Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287525/Senior_Market_Risk_Manager_MET_Group_Baar_Switzerland,euroclimatejobs,Senior Market Risk Manager,MET Group,"Baar, Switzerland",Switzerland Business and Finance Climate and Energy Analyst Oil and Gas On-site MET Group,,Business and Finance | Climate and Energy Analyst | Oil and Gas,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287521/Renewable_Energy_Projects_Wind_Solar_BESS_Developer_Qair_Bucharest_Romania,euroclimatejobs,Renewable Energy Projects (Wind/Solar/BESS) Developer,Qair,"Bucharest, Romania","With a background in electrical or energy engineering, you will analyze technical documentation, participate in technical discussions with partners and consultants, and support the permitting and authorization processes required for project development, in coordination with internal teams and local authorities.",,Electricity | Energy Engineer | Renewable Energy | Solar Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287462/Senior_Reporting_Data_Analyst_EON_Essen_or_Munich_Germany,euroclimatejobs,Senior Reporting & Data Analyst,E.ON,"Essen or Munich, Germany","19 May 2026 - The Future of Europe’s Energy: EU Strategy, Policy and Key Challenges",,Climate and Energy Analyst | Hybrid,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287434/Business_Analyst_Energy_Capco_Brussels_Belgium,euroclimatejobs,Business Analyst - Energy,Capco,"Brussels, Belgium",We are looking for a Business Analyst with experience in Energy to join our team.,,Business and Finance | Climate and Energy Analyst | Hybrid,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287368/Energy_Consultant_Business_Analyst_Capco_Brussels_Belgium,euroclimatejobs,Energy Consultant - Business Analyst,Capco,"Brussels, Belgium",We are looking for a Business Analyst with experience in Energy to join our team.,,Business and Finance | Climate and Energy Analyst | Consultant | Hybrid,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287365/Project_Manager_EV_Charging_Infrastructure_Central_Europe_XPeng_Munich_Germany,euroclimatejobs,Project Manager - EV Charging Infrastructure (Central Europe),XPeng,"Munich, Germany",We are looking for a commercially minded Project Manager who can drive the deployment of EV charging infrastructure across central Europe region. This role goes beyond pure project execution. You will combine engeerning capabilities with commercial mindset to support our regional expansion.,,Energy Engineer | Project Manager | Sustainable Transport,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287238/Principal_Energy_Consultant_Energy_Advisory_Jacobs_London_United_Kingdom,euroclimatejobs,Principal Energy Consultant - Energy Advisory,Jacobs,"London, United Kingdom","The successful candidate will have a focus on energy management, efficiency and net-zero delivery. Experience of modern/ future energy systems in terms of their technical properties and economic and environmental impacts alongside existing technologies and systems including renewable and low carbon generation and storage technologies. We are seeking strong experience in public, industrial and commercial energy usage, energy savings, utility plant development and emission reductions to support our clients in developing decarbonisation strategies and business case assessment applying energy resources and demands.",,Carbon Capture and Storage | Climate and Energy Analyst | Consultant | Environment,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287237/Regional_Asset_Rotation_Manager_Eastern_Europe_Italy_Metlen_nergy_Metals_Milan_Italy,euroclimatejobs,"Regional Asset Rotation Manager, Eastern Europe & Italy",Metlen Εnergy & Metals,"Milan, Italy","Lead East Europe asset rotation for late‑stage to COD solar, BESS, and hybrid projects, owning the end‑to‑end process from pre‑sales to closing. The role is strongly execution‑driven, with a primary focus on SPA and transaction documentation/negotiation, seamless cross‑functional coordination, and on‑time, value‑maximizing closings.",,Business and Finance | Electricity | Renewable Energy | Solar Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287229/Quantitative_Risk_Manager_Centrica_Energy_Trading_Aalborg_Denmark,euroclimatejobs,Quantitative Risk Manager,Centrica Energy Trading,"Aalborg, Denmark","As a Quantitative Risk Manager, you will be part of the TQR (Transaction and Quantitative Risk) team, which oversees Model Validation as well Quantitative Model Development for the whole Risk Function.",,Business and Finance | Oil and Gas | Renewable Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287222/Project_Manager_Independent_Power_Engineering_RINA_Genoa_Lecce_or_Rome_Italy,euroclimatejobs,Project Manager - Independent Power Engineering,RINA,"Genoa, Lecce or Rome, Italy","The Project Manager is accountable for executing and leading projects, ensuring deliverables are completed within the defined deadlines, scope, and budget. The role involves balancing project demands with available resources and collaborating closely with clients and internal teams to achieve project success. #LI-AL2",,Energy Engineer | Project Manager | Renewable Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287218/Head_of_Asset_Rotation_Metlen_nergy_Metals_London_United_Kingdom,euroclimatejobs,Head of Asset Rotation,Metlen Εnergy & Metals,"London, United Kingdom","We are currently looking for a Head of Asset Rotation – West Europe to lead the West Europe regional Asset Rotation activities for solar, BESS and hybrid assets across the UK, Ireland, Spain, Portugal and Germany, focusing on projects in late stage or under COD.",,Business and Finance | Electricity | Renewable Energy | Solar Energy,euroclimatejobs_evp.csv
https://www.euroclimatejobs.com/job_display/287162/Contracts_and_Settlements_Analyst_EDF_Group_London_United_Kingdom,euroclimatejobs,Contracts and Settlements Analyst,EDF Group,"London, United Kingdom","The role will primarily be to validate trades entered into by the company, ensuring trade confirmations are sent in a timely manner, matched where possible electronically and followed up regularly to ensure both compliance with the agreed departmental KPIs and most importantly the integrity of the company’s traded position and associated PnL.",,Climate and Energy Analyst,euroclimatejobs_evp.csv
